Transcript,Gene,GeneID,Cytoband,CopyNo,MappedReads,MappedLength,TranscriptLength,PrcntTranscriptCoverage,TotalMappedReads,TotalMappedLength
NM_005690.3,DNM1L,10059,12p11.21,0.1,4,1038,4501,23.06,305394,7162405
NM_003848.3,SUCLG2,8801,3p14.1,0.2,4,495,2363,20.95,305394,7162405
NM_145201.4,NAPRT1,93100,8q24.3,1.5,4,62,1699,3.65,305394,7162405
NM_020169.3,LXN,56925,3q25.32,1.4,4,66,1120,5.89,305394,7162405
NM_004055.4,CAPN5,726,11q14,0.4,4,227,4393,5.17,305394,7162405
NM_006859.2,LIAS,11019,4p14,0.6,4,145,1731,8.38,305394,7162405
NM_022445.3,TPK1,27010,7q34-q35,0.7,4,126,2442,5.16,305394,7162405
NM_017643.2,MBTD1,54799,17q21.33,1,4,92,5385,1.71,305394,7162405
NM_032476.3,MRPS6,64968,21q22.11,0.9,4,100,995,10.05,305394,7162405
NM_001130056.2,EEF1D,1936,8q24.3,0.2,4,446,1204,37.04,305394,7162405
NM_015965.6,NDUFA13,51079,19p13.2,0.5,4,187,547,34.19,305394,7162405
NM_194283.3,DNAJC21,134218,5p13.2,0,4,2205,6212,35.5,305394,7162405
NM_080594.1,RNPS1,10921,16p13.3,1.4,4,68,1940,3.51,305394,7162405
NM_012063.2,DNM1L,10059,12p11.21,0.1,4,1038,4534,22.89,305394,7162405
NM_001042482.1,TPK1,27010,7q34-q35,0.7,4,126,2295,5.49,305394,7162405
NM_001014838.1,CUTA,51596,6p21.32,0.5,4,176,1031,17.07,305394,7162405
NM_003766.3,BECN1,8678,17q21,0.1,4,840,2143,39.2,305394,7162405
NM_005168.3,RND3,390,2q23.3,0.3,4,273,2683,10.18,305394,7162405
NM_031946.4,AGAP3,116988,7q36.1,1.3,4,71,3237,2.19,305394,7162405
NM_030962.3,SBF2,81846,11p15.4,0.1,4,701,7447,9.41,305394,7162405
NM_004046.4,ATP5A1,498,18q21,0.1,4,771,1895,40.69,305394,7162405
NM_032378.4,EEF1D,1936,8q24.3,0.2,4,446,2498,17.85,305394,7162405
NM_000194.2,HPRT1,3251,Xq26.1,0.6,4,145,1418,10.23,305394,7162405
NM_001083314.1,CHMP1A,5119,16q24.3,0.9,4,101,2337,4.32,305394,7162405
NM_001025091.1,ABCF1,23,6p21.33,0.6,4,159,3467,4.59,305394,7162405
NM_000449.3,RFX5,5993,1q21,1,4,96,3618,2.65,305394,7162405
NM_000700.1,ANXA1,301,9q21.13,0.2,4,561,1399,40.1,305394,7162405
NM_007054.5,KIF3A,11127,5q31,0,4,2525,6257,40.35,305394,7162405
NM_016403.3,CWC15,51503,11q21,0.1,4,712,1579,45.09,305394,7162405
NM_003035.2,STIL,6491,1p32,0.1,4,1540,5016,30.7,305394,7162405
NM_014312.3,VSIG2,23584,11q24,0.8,4,118,1125,10.49,305394,7162405
NM_004553.4,NDUFS6,4726,5p15.33,0.7,4,141,554,25.45,305394,7162405
NM_004910.2,PITPNM1,9600,11q13,0.6,4,152,4230,3.59,305394,7162405
NM_006047.4,RBM12,10137,20q11.21,0.6,4,167,6633,2.52,305394,7162405
NM_018085.4,IPO9,55705,1q32.1,0,4,4589,11416,40.2,305394,7162405
NM_005537.3,ING1,3621,13q34,0.1,4,925,2847,32.49,305394,7162405
NM_198426.1,CHMP2A,27243,19q,0.3,4,306,904,33.85,305394,7162405
NM_000252.2,MTM1,4534,Xq28,1.5,4,63,3439,1.83,305394,7162405
NM_138373.3,MYADM,91663,19q13.42,1,4,95,3057,3.11,305394,7162405
NM_015241.2,MICAL3,57553,22q11.21,0.4,4,219,9447,2.32,305394,7162405
NM_001184766.1,ODF2L,57489,1p22.3,0.7,4,135,4075,3.31,305394,7162405
NM_016218.2,POLK,51426,5q13,0.1,4,662,4512,14.67,305394,7162405
NM_198219.1,ING1,3621,13q34,0.1,4,925,2858,32.37,305394,7162405
NM_020846.1,SLAIN2,57606,4p11,1,4,93,6011,1.55,305394,7162405
NM_001173479.1,ARHGEF9,23229,Xq11.1,0.2,4,450,4853,9.27,305394,7162405
NM_003969.3,UBE2M,9040,19q13.43,0.5,4,185,1528,12.11,305394,7162405
NM_001002247.1,ANAPC11,51529,17q25.3,0.3,4,293,807,36.31,305394,7162405
NM_021156.2,TMX4,56255,20p12,0.5,4,191,2368,8.07,305394,7162405
NM_005851.3,CDK2AP2,10263,11q13,0.4,4,244,1382,17.66,305394,7162405
NM_001033853.1,RPL3,6122,22q13,0.2,4,392,1195,32.8,305394,7162405
NM_016071.3,MRPS33,51650,7q34,1.8,4,51,748,6.82,305394,7162405
NM_012164.3,FBXW2,26190,9q34,0,4,2743,9186,29.86,305394,7162405
NM_006403.3,NEDD9,4739,6p25-p24,0,4,2399,4540,52.84,305394,7162405
NM_006304.1,SHFM1,7979,7q21.3,0.9,4,103,501,20.56,305394,7162405
NM_006019.2,TCIRG1,10312,11q13.2,1.5,4,63,2685,2.35,305394,7162405
NM_001100399.1,PDS5A,23244,4p14,0.6,4,154,7180,2.14,305394,7162405
NM_032861.3,SERAC1,84947,6q25.3,0.1,4,695,3969,17.51,305394,7162405
NM_001839.3,CNN3,1266,1p22-p21,0.5,4,190,2069,9.18,305394,7162405
NM_001001937.1,ATP5A1,498,18q21,0.1,4,771,1950,39.54,305394,7162405
NM_003749.2,IRS2,8660,13q34,0.3,4,334,7001,4.77,305394,7162405
NM_001010.2,RPS6,6194,9p21,0.3,4,288,829,34.74,305394,7162405
NM_025009.3,CEP135,9662,4q12,1,4,95,5674,1.67,305394,7162405
NM_001159676.1,SYNCRIP,10492,6q14-q15,0.1,4,733,6805,10.77,305394,7162405
NM_133647.1,SLC12A6,9990,15q13,0,4,2494,7502,33.24,305394,7162405
NM_003020.3,SCG5,6447,15q13-q14,0.5,4,183,1241,14.75,305394,7162405
NM_181306.2,MRPL52,122704,14q11.2,0.2,4,512,1131,45.27,305394,7162405
NM_001799.3,CDK7,1022,5q12.1,0.2,4,401,1521,26.36,305394,7162405
NM_152369.3,SLC44A3,126969,1p21.3,0.3,4,330,2335,14.13,305394,7162405
NM_001014972.1,ZNF638,27332,2p13.1,0.3,4,328,6503,5.04,305394,7162405
NM_001159377.1,MTHFSD,64779,16q24.1,0.5,4,184,3038,6.06,305394,7162405
NM_000976.2,RPL12,6136,9q34,0.2,4,484,632,76.58,305394,7162405
NM_001111283.1,IGF1,3479,12q23.2,0.1,4,1654,7370,22.44,305394,7162405
NM_001006612.1,WBP5,51186,Xq22.2,1.3,4,72,1089,6.61,305394,7162405
NM_006270.3,RRAS,6237,19q13.3-qter,0.8,4,112,988,11.34,305394,7162405
NM_001142271.1,DHRS9,10170,2q31.1,0.1,4,633,1470,43.06,305394,7162405
NM_001001.3,RPL36AL,6166,14q21,0.5,4,207,525,39.43,305394,7162405
NM_015065.2,EXPH5,23086,11q22.3,0.1,4,1650,10191,16.19,305394,7162405
NM_001014837.1,CUTA,51596,6p21.32,0.5,4,176,1062,16.57,305394,7162405
NM_005036.4,PPARA,5465,22q13.31,0.1,4,692,10049,6.89,305394,7162405
NM_000462.2,UBE3A,7337,15q11.2,0.1,4,648,4516,14.35,305394,7162405
NM_001014840.1,CUTA,51596,6p21.32,0.5,4,176,941,18.7,305394,7162405
NM_176096.1,CDK5RAP3,80279,17q21.32,0.4,4,228,1884,12.1,305394,7162405
NM_001130055.2,EEF1D,1936,8q24.3,0.2,4,446,1452,30.72,305394,7162405
NM_024533.3,CHST5,23563,16q22.3,0.4,4,264,3253,8.12,305394,7162405
NM_138569.2,C6orf142,90523,6p12.1,0.2,3,379,1818,20.85,305394,7162405
NM_001122890.1,GGT6,124975,17p13.2,0.1,3,593,2635,22.5,305394,7162405
NM_006598.2,SLC12A7,10723,5p15,1,3,74,5307,1.39,305394,7162405
NM_021128.4,POLR2L,5441,11p15,0.1,3,631,880,71.7,305394,7162405
NM_015947.2,ASCC1,51008,10pter-q25.3,0.3,3,208,2082,9.99,305394,7162405
NM_176813.3,AGR3,155465,7p21.1,0.5,3,141,754,18.7,305394,7162405
NM_181868.1,APAF1,317,12q23,0,3,1896,7066,26.83,305394,7162405
NM_001164840.1,LYRM4,57128,6p25.1,0.3,3,252,804,31.34,305394,7162405
NM_197950.2,CLEC7A,64581,12p13.2,0.1,3,1200,2374,50.55,305394,7162405
NM_000143.3,FH,2271,1q42.1,0.1,3,549,1871,29.34,305394,7162405
NM_004371.3,COPA,1314,1q23-q25,0.2,3,342,5639,6.06,305394,7162405
NM_024743.3,UGT2A3,79799,4q13.2,0.4,3,182,2972,6.12,305394,7162405
NM_024586.5,OSBPL9,114883,1p32.3,0.5,3,144,3881,3.71,305394,7162405
NM_001136200.1,C10orf32,119032,10q24.32,0.1,3,921,2440,37.75,305394,7162405
NM_001136196.1,TNPO2,30000,19p13.2,0.9,3,77,4949,1.56,305394,7162405
NM_003252.3,TIAL1,7073,10q,0.1,3,677,3894,17.39,305394,7162405
NM_001142776.1,CHAC1,79094,15q15.1,0.5,3,130,1430,9.09,305394,7162405
NM_181307.2,MRPL52,122704,14q11.2,0.2,3,402,1058,38,305394,7162405
NM_016100.3,NAA20,51126,20p11.23,0.1,3,862,1079,79.89,305394,7162405
NM_002096.2,GTF2F1,2962,19p13.3,0.3,3,210,2551,8.23,305394,7162405
NM_015705.4,SGSM3,27352,22q13.1-q13.2,0.6,3,109,2994,3.64,305394,7162405
NM_005618.3,DLL1,28514,6q27,0.7,3,108,3313,3.26,305394,7162405
NM_001007231.2,ARHGAP25,9938,2p13.3,0.4,3,186,2994,6.21,305394,7162405
NM_018142.2,INTS10,55174,8p21.3,0.5,3,149,2539,5.87,305394,7162405
NM_213662.1,STAT3,6774,17q21.31,0.1,3,698,4819,14.48,305394,7162405
NM_031910.3,C1QTNF6,114904,22q13.1,1.4,3,50,2941,1.7,305394,7162405
NM_152826.2,SNX1,6642,15q22.31,0.4,3,175,8077,2.17,305394,7162405
NM_003344.2,UBE2H,7328,7q32,0.1,3,675,2728,24.74,305394,7162405
NM_153338.2,GGT6,124975,17p13.2,0.1,3,593,2539,23.36,305394,7162405
NM_001128309.1,TSPAN14,81619,10q23.1,0,3,2767,5210,53.11,305394,7162405
NM_001195203.1,EEF1D,1936,8q24.3,0.2,3,358,1219,29.37,305394,7162405
NM_018212.4,ENAH,55740,1q42.12,0,3,6034,13109,46.03,305394,7162405
NM_015074.3,KIF1B,23095,1p36.2,0.1,3,1064,10585,10.05,305394,7162405
NM_198273.1,LYSMD3,116068,5q14.3,0.2,3,327,4261,7.67,305394,7162405
NM_001123040.1,C3orf71,646450,3p21.31,0.5,3,147,1598,9.2,305394,7162405
NM_001136262.1,ATXN7L3B,552889,12q21,0.7,3,103,3686,2.79,305394,7162405
NM_001191.2,BCL2L1,598,20q11.21,1.5,3,48,2373,2.02,305394,7162405
NM_001142317.1,TXNL4B,54957,16q22.2,0.5,3,153,2495,6.13,305394,7162405
NM_015291.2,DNAJC16,23341,1p36.1,0,3,3557,6035,58.94,305394,7162405
NM_033295.2,CASP1,834,11q23,0.2,3,296,410,72.2,305394,7162405
NM_004381.4,ATF6B,1388,6p21.3,0.8,3,84,2622,3.2,305394,7162405
NM_000629.2,IFNAR1,3454,21q22.11,0,3,3249,6099,53.27,305394,7162405
NM_001105570.1,NUDT19,390916,19q13.11,0.1,3,1121,2971,37.73,305394,7162405
NM_015266.1,SLC9A8,23315,20q13.13,0,3,1850,6255,29.58,305394,7162405
NM_002490.3,NDUFA6,4700,22q13.2,0.4,3,170,1188,14.31,305394,7162405
NM_014496.4,RPS6KA6,27330,Xq21,0,3,4220,8210,51.4,305394,7162405
NM_145729.2,MRPL24,79590,1q21-q22,0.4,3,198,935,21.18,305394,7162405
NM_016039.2,C14orf166,51637,14q22.1,0.7,3,101,1055,9.57,305394,7162405
NM_001143760.1,EIF5A,1984,17p13-p12,0.2,3,317,1256,25.24,305394,7162405
NM_018275.3,C7orf43,55262,7q22.1,1.5,3,46,2517,1.83,305394,7162405
NM_002040.3,GABPA,2551,21q21.3,0.1,3,473,5182,9.13,305394,7162405
NM_014047.2,C19orf53,28974,19p13.2,1.4,3,52,912,5.7,305394,7162405
NM_002305.3,LGALS1,3956,22q13.1,0.4,3,157,561,27.99,305394,7162405
NM_002661.2,PLCG2,5336,16q24.1,0.5,3,129,4250,3.04,305394,7162405
NM_005768.5,LPCAT3,10162,12p13,0.4,3,171,2297,7.44,305394,7162405
NM_022037.2,TIA1,7072,2p13,0.5,3,138,4620,2.99,305394,7162405
NM_001033028.1,CYFIP1,23191,15q11,0.1,3,972,3338,29.12,305394,7162405
NM_001184906.1,FBXL20,84961,17q12,0,3,4634,10285,45.06,305394,7162405
NM_017651.4,AHI1,54806,6q23.3,0,3,3586,5564,64.45,305394,7162405
NM_015183.2,MAST4,375449,5q12.3,0.2,3,283,9917,2.85,305394,7162405
NM_013237.2,PRELID1,27166,5q35.3,0.1,3,470,1195,39.33,305394,7162405
NM_005643.2,TAF11,6882,6p21.31,0.5,3,154,1538,10.01,305394,7162405
NM_134261.2,RORA,6095,15q22.2,0.7,3,98,10828,0.91,305394,7162405
NM_134262.2,RORA,6095,15q22.2,0.7,3,98,10669,0.92,305394,7162405
NM_001033925.1,TIAL1,7073,10q,0.1,3,677,3945,17.16,305394,7162405
NM_148909.3,OSBPL9,114883,1p32.3,0.5,3,144,3911,3.68,305394,7162405
NM_003628.3,PKP4,8502,2q24.1,0.8,3,86,4593,1.87,305394,7162405
NM_022570.4,CLEC7A,64581,12p13.2,0.1,3,1200,2473,48.52,305394,7162405
NM_002392.3,MDM2,4193,12q14.3-q15,0,3,4814,7369,65.33,305394,7162405
NM_014608.2,CYFIP1,23191,15q11,0.1,3,972,4433,21.93,305394,7162405
NM_170606.2,MLL3,58508,7q36.1,0.5,3,152,16865,0.9,305394,7162405
NM_002076.3,GNS,2799,12q14,0,3,1749,5131,34.09,305394,7162405
NM_001025596.2,CELF1,10658,11p11,1.2,3,58,4468,1.3,305394,7162405
NM_212543.1,B4GALT4,8702,3q13.3,0.2,3,381,2349,16.22,305394,7162405
NM_002405.3,MFNG,4242,22q12,0.5,3,141,2129,6.62,305394,7162405
NM_152574.2,TTC39B,158219,9p22.3,0.2,3,421,3265,12.89,305394,7162405
NM_181651.1,PRDX5,25824,11q13,0.5,3,153,756,20.24,305394,7162405
NM_181869.1,APAF1,317,12q23,0,3,1896,4550,41.67,305394,7162405
NM_001122634.1,CPS1,1373,2q35,0.5,3,150,4773,3.14,305394,7162405
NM_024111.3,CHAC1,79094,15q15.1,0.5,3,130,1565,8.31,305394,7162405
NM_032831.2,ORAI2,80228,7q22.1,0,3,6572,10660,61.65,305394,7162405
NM_003099.3,SNX1,6642,15q22.31,0.4,3,175,8221,2.13,305394,7162405
NM_001166343.1,MFNG,4242,22q12,0.5,3,141,2034,6.93,305394,7162405
NM_016203.3,PRKAG2,51422,7q36.1,0.3,3,228,3410,6.69,305394,7162405
NM_003681.4,PDXK,8566,21q22.3,0,3,4285,7390,57.98,305394,7162405
NM_012137.3,DDAH1,23576,1p22,0.2,3,387,3991,9.7,305394,7162405
NM_001164814.1,ACIN1,22985,14q11.2,0.4,3,167,4901,3.41,305394,7162405
NM_015416.3,LETMD1,25875,12q13.12,0.6,3,114,2133,5.34,305394,7162405
NM_205845.1,AKR1C2,1646,10p15-p14,0.3,3,242,1494,16.2,305394,7162405
NM_148906.2,OSBPL9,114883,1p32.3,0.5,3,144,3830,3.76,305394,7162405
NM_017563.3,IL17RD,54756,3p14.3,0,3,2125,8723,24.36,305394,7162405
NM_002740.5,PRKCI,5584,3q26.3,0.6,3,117,4884,2.4,305394,7162405
NM_001190983.1,COQ7,10229,16p12.3,0.3,3,234,2616,8.94,305394,7162405
NM_001160170.1,NAT1,9,8p22,0.2,3,347,2337,14.85,305394,7162405
NM_178496.3,C3orf59,151963,3q29,0.3,3,273,3370,8.1,305394,7162405
NM_016605.2,FAM53C,51307,5q31,0.1,3,526,4394,11.97,305394,7162405
NM_001861.2,COX4I1,1327,16q24.1,0.3,3,223,802,27.81,305394,7162405
NM_197947.2,CLEC7A,64581,12p13.2,0.1,3,1200,2611,45.96,305394,7162405
NM_001146702.1,KDM5C,8242,Xp11.22-p11.21,0.5,3,155,6097,2.54,305394,7162405
NM_000983.3,RPL22,6146,1p36.31,0.4,3,184,2089,8.81,305394,7162405
NM_006166.3,NFYB,4801,12q22-q23,0,3,1796,3482,51.58,305394,7162405
NM_177974.1,CASC4,113201,15q15.3,0,3,1822,3798,47.97,305394,7162405
NM_014748.2,SNX17,9784,2p23-p22,0.8,3,92,2043,4.5,305394,7162405
NM_001005476.1,PKP4,8502,2q24.1,0.8,3,86,4464,1.93,305394,7162405
NM_000636.2,SOD2,6648,6q25.3,0.5,3,138,1593,8.66,305394,7162405
NM_006079.3,CITED2,10370,6q23.3,0.6,3,127,1930,6.58,305394,7162405
NM_007074.3,CORO1A,11151,16p11.2,0.3,3,206,1819,11.32,305394,7162405
NM_198267.1,ING3,54556,7q31,0.5,3,134,1227,10.92,305394,7162405
NM_145252.2,ZG16B,124220,16p13.3,0.2,3,294,832,35.34,305394,7162405
NM_198061.2,CES2,8824,16q22.1,0.2,3,321,3893,8.25,305394,7162405
NM_001105562.2,UBE4B,10277,1p36.3,0.4,3,162,5882,2.75,305394,7162405
NM_001008564.1,NUPL1,9818,13q12.13,0,3,1477,4299,34.36,305394,7162405
NM_032875.2,FBXL20,84961,17q12,0,3,4634,10381,44.64,305394,7162405
NM_013261.3,PPARGC1A,10891,4p15.1,0.2,3,294,6318,4.65,305394,7162405
NM_001159674.1,SYNCRIP,10492,6q14-q15,0.1,3,628,6797,9.24,305394,7162405
NM_033293.2,CASP1,834,11q23,0.2,3,296,1079,27.43,305394,7162405
NM_057092.2,FKBP2,2286,11q13.1-q13.3,0.9,3,81,641,12.64,305394,7162405
NM_001164664.1,MAST4,375449,5q12.3,0.2,3,283,10724,2.64,305394,7162405
NM_006560.3,CELF1,10658,11p11,1.2,3,58,4705,1.23,305394,7162405
NM_001223.3,CASP1,834,11q23,0.2,3,296,1295,22.86,305394,7162405
NM_003869.5,CES2,8824,16q22.1,0.2,3,321,3941,8.15,305394,7162405
NM_173200.1,NR4A3,8013,9q22,0.4,3,183,4983,3.67,305394,7162405
NM_001172638.1,ZFP62,643836,5q35.3,0,3,3780,3952,95.65,305394,7162405
NM_001875.3,CPS1,1373,2q35,0.5,3,150,5760,2.6,305394,7162405
NM_001135608.1,ARHGAP26,23092,5q31,0,3,2491,8876,28.06,305394,7162405
NM_001970.4,EIF5A,1984,17p13-p12,0.2,3,317,1355,23.39,305394,7162405
NM_130837.2,OPA1,4976,3q28-q29,0.9,3,77,6497,1.19,305394,7162405
NM_015560.2,OPA1,4976,3q28-q29,0.9,3,77,6332,1.22,305394,7162405
NM_172250.2,MMAA,166785,4q31.21,0.5,3,143,5943,2.41,305394,7162405
NM_138423.2,CASC4,113201,15q15.3,0,3,1822,3966,45.94,305394,7162405
NM_001168388.1,CITED2,10370,6q23.3,0.6,3,127,1793,7.08,305394,7162405
NM_020902.1,KIAA1543,57662,19p13.2,0.7,3,102,4107,2.48,305394,7162405
NM_025137.3,SPG11,80208,15q14,0.1,3,561,7792,7.2,305394,7162405
NM_001008493.1,ENAH,55740,1q42.12,0,3,6034,13172,45.81,305394,7162405
NM_005700.3,DPP3,10072,11q12-q13.1,0.1,3,495,2694,18.37,305394,7162405
NM_022457.5,RFWD2,64326,1q25.1-q25.2,1.1,3,67,2778,2.41,305394,7162405
NM_178155.1,FUT8,2530,14q24.3,0.6,3,127,3763,3.37,305394,7162405
NM_013229.2,APAF1,317,12q23,0,3,1896,7162,26.47,305394,7162405
NM_001002244.1,ANAPC11,51529,17q25.3,0.1,3,594,1130,52.57,305394,7162405
NM_000333.3,ATXN7,6314,3p21.1-p12,0.5,3,137,7228,1.9,305394,7162405
NM_183001.4,SHC1,6464,1q21,0.1,3,1001,3482,28.75,305394,7162405
NM_001698.2,AUH,549,9q22.31,1.3,3,56,1591,3.52,305394,7162405
NM_001023563.3,ZNF805,390980,19q13.43,0,3,2020,10126,19.95,305394,7162405
NM_198486.2,RPL7L1,285855,6p21.1,0.8,3,92,1280,7.19,305394,7162405
NM_004318.3,ASPH,444,8q12.1,0.3,3,210,5349,3.93,305394,7162405
NM_001001740.2,RFWD2,64326,1q25.1-q25.2,1.1,3,67,2706,2.48,305394,7162405
NM_001130041.1,SHC1,6464,1q21,0.1,3,1001,3170,31.58,305394,7162405
NM_024540.3,MRPL24,79590,1q21-q22,0.4,3,198,894,22.15,305394,7162405
NM_001168340.1,TTC39B,158219,9p22.3,0.2,3,421,3226,13.05,305394,7162405
NM_001173984.2,BRD7,29117,16q12,0.3,3,225,2317,9.71,305394,7162405
NM_001136195.1,TNPO2,30000,19p13.2,0.9,3,77,5092,1.51,305394,7162405
NM_001168339.1,TTC39B,158219,9p22.3,0.2,3,421,3259,12.92,305394,7162405
NM_004612.2,TGFBR1,7046,9q22,0.4,3,188,6475,2.9,305394,7162405
NM_006037.3,HDAC4,9759,2q37.3,0.1,3,503,8980,5.6,305394,7162405
NM_001142318.1,TXNL4B,54957,16q22.2,0.5,3,153,2393,6.39,305394,7162405
NM_022461.3,AZI2,64343,3p24.1,1.1,3,62,3402,1.82,305394,7162405
NM_004739.2,MTA2,9219,11q12-q13.1,0.7,3,97,3060,3.17,305394,7162405
NM_018464.3,CISD1,55847,10q21.1,0.3,3,235,2082,11.29,305394,7162405
NM_005792.2,MPHOSPH6,10200,16q23.3,0.3,3,221,1101,20.07,305394,7162405
NM_183401.1,RNF14,9604,5q23.3-q31.1,1.3,3,55,3074,1.79,305394,7162405
NM_130832.2,OPA1,4976,3q28-q29,0.9,3,77,6278,1.23,305394,7162405
NM_001160173.1,NAT1,9,8p22,0.2,3,347,1953,17.77,305394,7162405
NM_014977.3,ACIN1,22985,14q11.2,0.4,3,167,4940,3.38,305394,7162405
NM_006407.3,ARL6IP5,10550,3p14,0.3,3,206,2135,9.65,305394,7162405
NM_001168342.1,TTC39B,158219,9p22.3,0.2,3,421,3140,13.41,305394,7162405
NM_001164816.1,ACIN1,22985,14q11.2,0.4,3,167,2459,6.79,305394,7162405
NM_001080394.1,KIAA0146,23514,8q11.21,0.6,3,122,3220,3.79,305394,7162405
NM_130833.2,OPA1,4976,3q28-q29,0.9,3,77,6335,1.22,305394,7162405
NM_001134832.1,AHI1,54806,6q23.3,0.7,3,103,3662,2.81,305394,7162405
NM_001009993.2,FAM168B,130074,2q21.1,0.6,3,112,5410,2.07,305394,7162405
NM_001160171.1,NAT1,9,8p22,0.2,3,347,2187,15.87,305394,7162405
NM_006828.2,ASCC3,10973,6q16,0.2,3,293,7598,3.86,305394,7162405
NM_033198.3,PIGS,94005,17p13.2,0.5,3,152,2873,5.29,305394,7162405
NM_020406.2,CD177,57126,19q13.2,0.2,3,428,2364,18.1,305394,7162405
NM_001145078.1,ZNF805,390980,19q13.43,0,3,2020,9999,20.2,305394,7162405
NM_033414.2,ZNF622,90441,5p15.1,0.3,3,240,1696,14.15,305394,7162405
NM_003074.3,SMARCC1,6599,3p21.31,1.3,3,56,5761,0.97,305394,7162405
NM_001128149.2,ATXN7,6314,3p21.1-p12,0.5,3,137,6408,2.14,305394,7162405
NM_198596.2,SULF2,55959,20q12-q13.2,0.2,3,416,4233,9.83,305394,7162405
NM_001354.4,AKR1C2,1646,10p15-p14,0.3,3,242,1594,15.18,305394,7162405
NM_013433.4,TNPO2,30000,19p13.2,0.9,3,77,4905,1.57,305394,7162405
NM_148905.3,OSBPL9,114883,1p32.3,0.5,3,144,3502,4.11,305394,7162405
NM_138761.3,BAX,581,19q13.3-q13.4,1.7,3,41,814,5.04,305394,7162405
NM_152283.4,ZFP62,643836,5q35.3,0,3,3780,4025,93.91,305394,7162405
NM_001017.2,RPS13,6207,11p15,1.7,3,41,529,7.75,305394,7162405
NM_148908.3,OSBPL9,114883,1p32.3,0.5,3,144,3842,3.75,305394,7162405
NM_001184881.1,CD84,8832,1q24,0,3,1681,8134,20.67,305394,7162405
NM_017628.3,TET2,54790,4q24,0.1,3,627,9215,6.8,305394,7162405
NM_022839.2,MRPS11,64963,15q25,0.3,3,240,1136,21.13,305394,7162405
NM_003778.3,B4GALT4,8702,3q13.3,0.2,3,381,2266,16.81,305394,7162405
NM_004559.3,YBX1,4904,1p34,0.4,3,185,1551,11.93,305394,7162405
NM_130834.2,OPA1,4976,3q28-q29,0.9,3,77,6386,1.21,305394,7162405
NM_139276.2,STAT3,6774,17q21.31,0.1,3,698,4978,14.02,305394,7162405
NM_004193.1,GBF1,8729,10q24,0,3,5333,6376,83.64,305394,7162405
NM_003029.4,SHC1,6464,1q21,0.1,3,1001,3173,31.55,305394,7162405
NM_018003.2,UACA,55075,15q22-q24,0.8,3,90,6860,1.31,305394,7162405
NM_020944.2,GBA2,57704,9p13.3,0.6,3,126,3615,3.49,305394,7162405
NM_023080.2,C8orf33,65265,8q24.3,0.1,3,842,2617,32.17,305394,7162405
NM_004592.2,SFSWAP,6433,12q24.33,0.1,3,1186,3245,36.55,305394,7162405
NM_001745.2,CAMLG,819,5q23,0.1,3,733,2203,33.27,305394,7162405
NM_001184882.1,CD84,8832,1q24,0,3,1681,7890,21.31,305394,7162405
NM_001172639.1,CELF1,10658,11p11,1.2,3,58,7428,0.78,305394,7162405
NM_000958.2,PTGER4,5734,5p13.1,0.1,3,517,3419,15.12,305394,7162405
NM_001136135.1,RPL28,6158,19q13.4,0.5,3,148,899,16.46,305394,7162405
NM_001193451.1,TMTC1,83857,12p11.22,1.1,3,64,8750,0.73,305394,7162405
NM_005373.2,MPL,4352,1p34,0.1,3,482,3645,13.22,305394,7162405
NM_004840.2,ARHGEF6,9459,Xq26.3,0.6,3,122,5272,2.31,305394,7162405
NM_015071.4,ARHGAP26,23092,5q31,0,3,2491,9041,27.55,305394,7162405
NM_012248.2,SEPHS2,22928,16p11.2,0.1,3,500,2277,21.96,305394,7162405
NM_020524.2,PBXIP1,57326,1q21.3,1.2,3,59,3199,1.84,305394,7162405
NM_004145.3,MYO9B,4650,19p13.1,0.8,3,92,7615,1.21,305394,7162405
NM_001136137.1,RPL28,6158,19q13.4,0.5,3,148,682,21.7,305394,7162405
NM_015914.5,TXNDC11,51061,16p13.13,0.8,3,89,3047,2.92,305394,7162405
NM_001080391.1,SP100,6672,2q37.1,0,3,4175,5455,76.54,305394,7162405
NM_016504.2,MRPL27,51264,17q21.3-q22,0.2,3,380,707,53.75,305394,7162405
NM_152716.2,PATL1,219988,11q12.1,0.4,3,177,4130,4.29,305394,7162405
NM_207356.2,C1orf174,339448,1p36.32,0.1,3,510,1670,30.54,305394,7162405
NM_001166277.1,ARHGAP25,9938,2p13.3,0.4,3,186,2874,6.47,305394,7162405
NM_015439.2,CCDC28A,25901,6q23.1-q24.1,0.1,3,1183,1504,78.66,305394,7162405
NM_001171155.1,LOC100131801,100131801,19p13.2,0.8,3,93,343,27.11,305394,7162405
NM_178014.2,TUBB,203068,6p21.33,0.2,3,363,2486,14.6,305394,7162405
NM_197949.2,CLEC7A,64581,12p13.2,0.1,3,1200,2354,50.98,305394,7162405
NM_130835.2,OPA1,4976,3q28-q29,0.9,3,77,6389,1.21,305394,7162405
NM_001184879.1,CD84,8832,1q24,0,3,1681,8283,20.29,305394,7162405
NM_207348.1,SLC25A34,284723,1p36.21,0.1,3,512,3075,16.65,305394,7162405
NM_006871.3,RIPK3,11035,14q11.2,0.4,3,171,1925,8.88,305394,7162405
NM_001080517.1,SETD5,55209,3p25.3,1.7,3,42,6827,0.62,305394,7162405
NM_033292.2,CASP1,834,11q23,0.2,3,296,1358,21.8,305394,7162405
